기준일,기준시,신규확진자 수,누적확진자 수,신규완치자 수,누적완치자 수,사망자 수,자가격리인원
2022-06-13,18시,88,177599,0,176914,241,0
2022-06-14,18시,68,177687,0,176992,241,
2022-06-15,18시,68,177755,0,177049,241,
2022-06-16,18시,50,177785,0,177119,241,
2022-06-17,18시,54,177839,0,177169,241,
2022-06-18,18시,42,177881,0,177205,241,
2022-06-19,18시,26,177907,0,177293,241,
2022-06-20,18시,84,177991,0,177361,241,
2022-06-21,18시,63,178054,0,177429,241,
2022-06-22,18시,54,178108,0,177479,241,
2022-06-23,18시,68,178176,0,177533,241,
2022-06-24,18시,67,178243,0,177575,241,
2022-06-25,18시,55,178298,0,177601,241,
2022-06-26,18시,31,178329,0,177685,241,
2022-06-27,18시,122,178451,0,177748,241,
2022-06-27,18시,122,178451,0,177748,241,
2022-06-28,18시,89,178540,0,177802,241,
2022-06-29,18시,108,178648,0,177977,241,
2022-06-30,18시,100,178748,0,178016,241,
2022-07-01,18시,107,178855,0,178087,241,
2022-07-02,18시,82,178937,0,178163,241,
2022-07-03,18시,60,178997,0,178273,241,
2022-07-04,18시,211,179208,0,178412,242,
2022-07-05,18시,189,179397,0,178472,242,
2022-07-06,18시,160,179557,0,178608,242,
2022-07-07,18시,166,179723,0,178683,242,
2022-07-08,18시,177,179900,0,178788,243,
2022-07-09,18시,204,180104,0,178809,243,
2022-07-10,18시,115,180219,0,179041,243,
2022-07-11,18시,414,180633,0,179353,243,
2022-07-12,18시,432,181065,0,179526,241,
2022-07-13,18시,370,181435,0,179667,241,
2022-07-14,18시,402,181837,0,180068,241,
2022-07-15,18시,518,182355,0,180023,241,
2022-07-16,18시,421,182776,0,180234,241,
2022-07-17,18시,224,183000,0,180658,242,
2022-07-18,18시,870,183870,0,181543,242,
2022-07-19,18시,757,184627,0,181618,242,
2022-07-20,18시,805,185432,0,182059,,
2022-07-21,18시,668,186100,0,182481,242,
2022-07-22,18시,672,186772,0,182995,242,
2022-07-23,18시,684,187456,0,183143,242,0
2022-07-24,18시,337,187793,0,184119,242,0
2022-07-26,18시,1130,188923,0,185077,243,0
2022-07-26,18시,1022,189945,0,185788,243,
2022-07-27,18시,836,190781,0,186385,243,
2022-07-28,18시,837,191618,0,187064,243,
2022-07-29,18시,848,192466,0,187773,243,
2022-07-30,18시,731,193197,0,187987,243,
2022-07-31,18시,352,193549,0,189284,243,
2022-08-01,18시,1225,194774,0,190470,244,
2022-08-02,18시,1088,195862,0,191136,244,
2022-08-03,18시,1040,196902,0,191866,244,
2022-08-04,18시,1185,198087,0,192888,244,
2022-08-05,18시,945,199032,0,193502,244,
2022-08-06,18시,923,199955,0,193917,244,
2022-08-07,18시,505,200460,0,195156,244,
2022-08-08,18시,1540,202000,0,196564,244,
2022-08-09,18시,1269,203269,0,197556,245,
2022-08-10,18시,1046,204315,0,198594,246,
2022-08-11,18시,1038,205353,0,199406,247,
2022-08-12,18시,1116,206469,0,200356,247,
2022-08-13,18시,912,207381,0,200869,247,
2022-08-14,18시,538,207919,0,202253,247,
2022-08-15,18시,746,208665,0,203534,247,
2022-08-16,18시,1636,210301,0,204894,248,
2022-08-17,18시,1389,211690,0,205926,248,
2022-08-18,18시,964,212654,0,206870,248,
2022-08-19,18시,935,213589,0,207810,248,
2022-08-20,18시,738,214327,0,208289,248,
2022-08-21,18시,381,214708,0,208975,248,
2022-08-22,18시,1180,215888,0,210981,250,
2022-08-23,18시,975,216863,0,212088,251,
2022-08-24,18시,857,217720,0,213018,252,
2022-08-25,18시,741,218461,0,213850,252,
2022-08-26,18시,733,219194,0,214542,252,
2022-08-27,18시,623,219786,0,214923,252,
2022-08-28,18시,355,220141,0,216050,252,
2022-08-29,18시,976,221117,0,217221,253,
2022-08-30,18시,816,221933,0,217932,254,
2022-08-31,18시,684,222617,0,218655,254,
2022-09-01,18시,667,223284,0,219333,254,
2022-09-02,18시,660,223944,0,219857,254,
2022-09-03,18시,595,224539,0,220395,254,
2022-09-04,18시,261,224800,0,221221,254,
2022-09-05,18시,906,225706,0,222116,255,
2022-09-06,18시,657,226363,0,222753,256,
2022-09-07,18시,580,226943,0,223364,256,
2022-09-08,18시,551,227494,0,224048,256,
2022-09-09,18시,323,227817,0,224457,258,
2022-09-10,18시,258,228075,0,224761,258,
2022-09-11,18시,302,228377,0,225680,258,
2022-09-12,18시,566,228943,0,226413,258,
2022-09-13,18시,923,229866,0,226740,258,
2022-09-14,18시,541,230407,0,227561,258,
2022-09-15,18시,459,230866,0,227878,258,
2022-09-16,18시,350,231216,0,228140,258,
2022-09-17,18시,312,231528,0,228556,260,
2022-09-18,18시,201,231729,0,228952,260,
2022-09-19,18시,484,232213,0,229956,261,
2022-09-20,18시,379,232592,0,230363,261,
2022-09-21,18시,288,232880,0,230781,261,
2022-09-22,18시,289,233169,0,231122,261,
2022-09-23,18시,289,233458,0,231434,262,
2022-09-24,18시,,233699,0,231657,262,
2022-09-25,18시,133,233832,0,232123,262,0
2022-09-26,18시,371,234203,0,232488,263,
2022-09-27,18시,364,234567,0,232806,263,
2022-09-28,18시,300,234867,0,233039,263,
2022-09-29,18시,291,235158,0,233332,264,
2022-09-30,18시,303,235461,0,233576,264,
2022-10-01,18시,255,235716,0,233721,264,
2022-10-02,18시,116,235832,0,234068,264,
2022-10-03,18시,184,236016,0,234423,264,
2022-10-04,18시,465,236481,0,234787,264,
2022-10-05,18시,274,236755,0,235036,265,
2022-10-06,18시,239,236994,0,235274,265,
2022-10-07,18시,200,237194,0,235566,265,
2022-10-08,18시,143,237337,0,235682,265,
2022-10-09,18시,90,237427,0,235869,265,
2022-10-10,18시,158,237585,0,236348,265,
2022-10-11,18시,382,237967,0,236653,265,
2022-10-12,18시,287,238254,0,236855,265,
2022-10-13,18시,237,238491,0,237036,265,
2022-10-14,18시,230,238721,0,237202,266,
2022-10-15,18시,195,238916,0,237260,266,
2022-10-16,18시,121,239037,0,237432,266,
2022-10-17,18시,377,239414,0,237746,266,
2022-10-18,18시,268,239682,0,238118,266,
2022-10-19,18시,233,239915,0,238350,266,
2022-10-20,18시,220,240135,0,238574,266,
2022-10-21,18시,266,240401,0,238762,266,
2022-10-22,18시,223,240624,0,238855,267,
2022-10-23,18시,135,240759,0,239282,267,
2022-10-24,18시,471,241230,0,239606,266,
2022-10-25,18시,364,241594,0,239814,266,
2022-10-26,18시,320,241914,0,240047,266,
2022-10-27,18시,351,242265,0,240300,266,
2022-10-28,18시,336,242601,0,240528,266,
2022-10-29,18시,294,242895,0,240629,266,
2022-10-30,18시,152,243047,0,241100,266,
2022-10-31,18시,639,243686,0,241478,266,
2022-11-01,18시,496,244182,0,241969,266,
2022-11-02,18시,418,244600,0,242234,266,
2022-11-03,18시,427,245027,0,242552,267,
2022-11-04,18시,380,245407,0,242834,267,
2022-11-05,18시,334,245741,0,243178,267,
2022-11-06,18시,163,245904,0,243706,267,
2022-11-07,18시,696,246600,0,244240,268,
2022-11-09,18시,569,247705,0,245065,268,
2022-11-09,18시,569,247705,0,245065,268,
2022-11-10,18시,487,248192,0,245376,270,
2022-11-11,18tl,488,248680,0,245170,270,
2022-11-12,18시,469,249149,0,245368,270,
2022-11-13,18시,202,249351,0,246513,270,
2022-11-14,18시,807,250158,0,247154,270,
2022-11-15,18시,613,250771,0,247670,270,
2022-11-16,18시,552,251323,0,2876,270,
2022-11-17,18시,528,251851,0,248685,271,
2022-11-18,18시,543,252394,0,249103,271,
2022-11-19,18시,461,252855,0,249433,271,
2022-11-20,18시,209,253064,0,250120,271,
2022-11-21,18시,827,253891,0,250853,272,
2022-11-22,18시,636,254527,0,251319,272,
2022-11-23,18시,612,255139,0,251878,272,
2022-11-24,18시,574,255713,0,252394,272,
2022-11-25,18시,531,256244,0,252816,273,
2022-11-26,18시,461,256705,0,252999,274,
2022-11-27,18시,249,256954,0,254509,274,
2022-11-28,18시,806,257760,0,254647,276,
2022-11-29,18시,633,258393,0,255163,276,
2022-11-30,18시,571,258964,0,255657,276,
2022-12-01,18시,500,259464,0,256193,276,
2022-12-02,18시,471,259935,0,256661,277,
2022-12-03,18시,419,260354,0,256945,277,
2022-12-04,18시,225,260579,0,257456,277,
2022-12-05,18시,813,261392,0,258430,277,
2022-12-05,18시,813,261392,0,258430,277,
2022-12-05,18시,813,261392,0,258430,277,
2022-12-05,18시,813,261392,0,258430,277,
2022-12-06,18시,670,262062,0,258924,278,
2022-12-07,18시,587,262649,0,259384,279,
2022-12-08,18시,622,263271,0,259384,279,
2022-12-09,18시,567,263838,0,260313,279,
2022-12-09,18시,567,263838,0,260313,279,
2022-12-10,18시,405,264243,0,260507,279,
2022-12-11,18시,261,264504,0,261345,279,
2022-12-12,18시,900,265404,0,262134,280,
2022-12-13,18시,714,266118,0,262709,281,
2022-12-14,18시,637,266755,0,263261,282,
2022-12-15,18시,631,267386,0,263873,283,
2022-12-16,18시,617,268003,0,264199,283,
2022-12-17,18시,492,268495,0,264540,283,
2022-12-18,18시,224,268719,0,265363,283,
2022-12-19,18시,933,269652,0,266293,283,
2022-12-20,18시,773,270425,0,266830,286,
2022-12-21,18시,672,271097,0,267385,287,
2022-12-22,18시,590,271687,0,268013,287,
2022-12-23,18시,623,272310,0,268523,287,
2022-12-24,18시,460,272770,0,268831,287,
2022-12-25,18시,203,272973,0,269607,287,
2022-12-26,18시,968,273941,0,270550,288,
2022-12-27,18시,755,274696,0,271114,288,
2022-12-28,18시,649,275345,0,271726,288,
2022-12-28,18시,649,275345,0,271726,288,
2022-12-28,18시,649,275345,0,271726,288,
2022-12-29,18시,576,275921,0,272292,288,
2022-12-30,18시,511,273432,0,272746,288,
2022-12-31,18시,507,276939,0,272991,288,
2023-01-01,18시,185,277124,0,273945,289,
2023-01-02,18시,773,277897,0,274830,289,
2023-01-03,18시,631,278528,0,275364,290,
2023-01-04,18시,577,279105,0,275928,293,
2023-01-05,18시,448,279553,0,276408,293,
2023-01-06,18시,459,280012,0,276867,293,
2023-01-07,18시,356,280368,0,277049,293,
2023-01-08,18시,156,280524,0,277853,293,
2023-01-09,18시,620,281144,0,278622,293,
2023-01-10,18시,437,281581,0,279045,293,
2023-01-11,18시,386,281967,0,279489,293,
2023-01-12,18시,341,282308,0,279908,293,
2023-01-13,18시,292,282600,0,280213,294,
2023-01-14,18시,239,282839,0,280351,294,
2023-01-15,18시,97,282936,0,280992,294,
2023-01-16,18시,423,283359,0,281483,294,
2023-01-17,18시,299,283658,0,281801,294,
2023-01-18,18시,310,283968,0,282170,294,
2023-01-19,18시,229,284197,0,282427,294,
2023-01-20,18시,235,284432,0,282686,294,
2023-01-21,18시,106,284538,0,282726,294,
2023-01-22,18시,99,284637,0,283189,294,
2023-01-23,18시,127,284764,0,283469,294,
2023-01-24,18시,172,284936,0,283755,294,
2023-01-25,18시,346,285282,0,284077,294,
2023-01-26,18시,211,285493,0,284221,294,
2023-01-27,18시,220,285713,0,284344,294,
2023-01-28,18시,131,285844,0,284411,294,
2023-01-29,18시,57,285901,0,284542,294,
2023-01-30,18시,185,286086,0,284735,294,
2023-01-31,18시,145,286231,0,285099,294,
2023-02-01,18시,148,286379,0,285296,294,
2023-02-02,18시,113,286492,0,285487,295,
2023-02-03,18시,79,286571,0,285598,295,
2023-02-04,18시,95,286666,0,285662,295,
2023-02-05,18시,39,286705,0,285851,295,
2023-02-06,18시,159,286864,0,286020,295,
2023-02-07,18시,119,286983,0,286141,295,
2023-02-08,18시,110,287093,0,286224,296,
2023-02-09,18시,107,287200,0,286330,297,
2023-02-10,18시,115,287315,0,286421,297,
2023-02-11,18시,105,287420,0,286454,296,
2023-02-12,18시,44,287464,0,286617,296,
2023-02-13,18시,188,287652,0,286780,296,
2023-02-14,18시,136,287788,0,286856,297,
2023-02-15,18시,128,287916,0,28986,298,
2023-02-16,18시,105,288021,0,287077,298,
2023-02-17,18시,84,288105,0,287165,298,
2023-02-18,18시,96,288201,0,287209,298,
2023-02-19,18시,33,288234,0,287405,298,
2023-02-20,18시,162,288396,0,287560,298,
2023-02-21,18시,130,288526,0,287678,298,
2023-02-22,18시,109,288635,0,287776,298,
2023-02-23,18시,102,288737,0,287871,298,
2023-02-24,18시,81,288818,0,287956,298,
2023-02-25,18시,87,288905,0,287973,298,
2023-02-26,18시,37,288942,0,288147,298,
2023-02-27,18시,141,289083,0,288301,298,
2023-02-28,18시,95,289178,0,288379,298,
2023-03-01,18시,72,289250,0,288464,298,
2023-03-02,18시,127,289377,0,275729,298,
2023-03-05,18시,38,289586,0,288816,298,
2023-03-06,18시,163,289749,0,288972,298,
2023-03-07,18시,123,289872,0,288993,298,
2023-03-08,18시,110,289982,0,289141,298,
2023-03-09,18시,118,290100,0,289234,299,
2023-03-12,18시,28,290331,0,289489,299,
2023-03-13,18시,140,290471,0,289632,299,
2023-03-14,18시,100,290571,0,289737,299,
2023-03-15,18시,95,290666,0,289854,299,
2023-03-16,18시,105,290771,0,277110,299,
2023-03-19,18시,35,290964,0,290199,299,
2023-03-20,18시,181,291145,0,290357,299,
2023-03-21,18시,133,291278,0,290422,299,
2023-03-22,18시,126,291404,0,290517,299,
2023-03-23,18시,96,291500,0,290598,299,
2023-03-26,18시,40,291771,0,290671,299,
2023-03-27,18시,177,291948,0,291064,300,
2023-03-28,18시,140,292088,0,291162,300,
2023-03-29,18시,120,292208,0,291254,300,
2023-03-30,18시,109,292317,0,291373,300,
2023-04-02,18시,28,292556,0,278852,300,
2023-04-03,18시,177,292733,0,291873,300,
2023-04-04,18,143,292876,0,291983,300,
2023-04-05,18시,127,293003,0,292068,300,
2023-04-06,18시,108,293111,0,292188,300,
2023-04-09,18시,42,293350,0,292517,300,
2023-04-10,18시,149,293499,0,292644,302,
2023-04-11,18시,124,293623,0,292751,302,
2023-04-12,18시,131,293754,0,292751,302,
2023-04-13,18시,144,293898,0,292979,302,
2023-04-13,10시,131,293754,0,292751,305,
2023-04-16,18시,34,294171,0,293241,302,
2023-04-17,18시,212,294383,0,293402,303,
2023-04-18,18시,176,294559,0,293540,303,
2023-04-19,18시,160,294719,0,293540,303,
2023-04-20,18시,183,294902,0,280901,304,
2023-04-23,18시,57,295254,0,294154,304,
2023-04-24,18시,217,295471,0,281440,304,
2023-04-25,18시,193,295664,0,294526,304,
2023-04-26,18시,174,295838,0,294604,304,
2023-04-30,18시,65,296421,0,295252,304,
2023-05-01,18시,190,296611,0,295477,304,
2023-05-02,18시,246,296857,0,282770,304,
2023-05-03,18시,234,297091,0,295823,304,
2023-05-07,18시,66,297607,0,296362,304,
2023-05-08,18시,280,297887,0,296712,304,
2023-05-09,18시,205,298092,0,29685,304,
2023-05-10,18시,185,298277,0,296885,304,
2023-05-11,18시,179,298456,0,297133,304,
2023-05-14,18시,68,298847,0,297617,304,
2023-05-15,18시,330,299177,0,297912,304,
2023-05-16,18시,233,299410,0,298052,304,
2023-05-17,18시,220,299630,0,298256,304,
2023-05-18,18시,202,299832,0,298422,304,
2023-05-21,18시,48,300225,0,298896,304,
2023-05-22,18시,251,300476,0,299214,304,
2023-05-23,18시,208,300684,0,299445,304,
2023-05-24,18시,178,300862,0,299608,304,
2023-05-25,18시,196,301058,0,299795,304,
2023-05-29,18시,179,301580,0,300473,304,
2023-05-30,18시,280,301860,0,300707,305,
2023-05-31,18시,196,302056,0,300857,305,
2023-06-01,18시,180,302236,0,301819,305,
2023-06-04,18시,75,302649,0,302297,305,
2023-06-06,18시,51,302931,0,302579,305,
2023-06-07,18시,220,303151,0,302715,305,
2023-06-08,18시,187,303338,0,302927,305,
2023-06-11,18시,41,303664,0,303319,305,
2023-06-12,18시,258,303922,0,303463,305,
2023-06-13,18시,211,304133,0,303717,305,0
2023-06-14,18시,169,304302,0,303893,305,0
2023-06-15,18시,135,304437,0,304056,305,0
2023-06-18,18시,54,304766,0,304423,305,
2023-06-19,18시,240,305006,0,304552,305,
2023-06-21,18시,139,305298,0,304903,305,
2023-06-22,18시,134,305432,0,305051,305,
2023-06-25,18시,50,305746,0,305404,305,
2023-06-26,18시,242,305988,0,305404,305,
2023-06-27,18시,165,306153,0,305761,305,
2023-06-28,18시,185,306338,0,305935,305,
2023-06-29,18시,183,306521,0,306118,305,
2023-07-02,18시,67,306872,0,306531,305,
2023-07-03,18시,267,307139,0,306531,305,
2023-07-04,18,227,307366,0,306531,305,
2023-07-05,18,225,307591,0,306531,305,
2023-07-06,18시,244,307591,0,306531,305,
2023-07-09,18,92,308348,0,306531,305,
2023-07-10,18시,333,308681,0,308043,305,
2023-07-11,18시,211,308892,0,308043,305,
2023-07-12,18시,223,309115,0,308043,305,
2023-07-13,18시,262,309377,0,308043,305,
2023-07-16,18시,122,309923,0,308043,305,
2023-07-17,18시,452,310375,0,,305,
2023-07-18,18시,357,310732,0,,305,
2023-07-19,18시,330,311062,0,,305,
2023-07-20,18시,375,"311,437",0,,305,
2023-07-23,18시,137,312294,0,,305,
2023-07-24,18시,601,312895,0,,305,
2023-07-25,18시,477,313372,0,,305,
2023-07-26,18시,423,313795,0,,305,
2023-07-28,18시,449,314244,0,,305,
2023-07-30,18시,120,315169,0,,305,
2023-07-31,18시,657,315826,0,,305,
2023-08-01,18시,481,316307,0,,305,
2023-08-02,18시,457,316764,0,,305,
2023-08-03,18시,505,"317,269",0,,305,
2023-08-06,18시,127,318245,0,,305,
2023-08-07,18시,631,318876,0,,305,
2023-08-08,18시,544,"319,420",0,,306,
2023-08-09,18시,438,319858,0,,306,
2023-08-10,18시,398,320256,0,,306,
2023-08-13,18시,134,321115,0,,306,
2023-08-16,18시,211,321838,0,,306,
2023-08-16,18시,565,322403,0,,306,
2023-08-17,18시,474,322877,0,,306,
2023-08-21,18시,107,323749,0,,306,
2023-08-22,18시,420,324709,0,,306,
2023-08-23,18시,406,325115,0,,306,
2023-08-27,18시,126,326264,0,,306,
